Frame_Number,Pedestrian_ID,X_Position,Y_Position,Distance_Increment,Robot_Presence,Robot_Type,Robot_Influence,X_Robot,Y_Robot
1737975956756,110,4.65855103583228,-0.813841261591323,0.0646459548763411,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975956823,110,4.67363993013325,-0.754152204037384,0.0615666981647004,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975956890,110,4.68913637576475,-0.69679134579432,0.0594172355936466,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975956957,110,4.70499806079262,-0.639753113192773,0.0592026437773808,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975957024,110,4.72124363976605,-0.581952472237891,0.0600402609169651,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975957089,110,4.73787064031547,-0.522585268874493,0.0616516178413954,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975957156,110,4.75485729034983,-0.461021894017134,0.0638638818364304,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975957223,110,4.77228566352482,-0.398580320319756,0.064828221611669,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975957290,110,4.79026406934837,-0.335301161144578,0.0657835470453964,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975957356,110,4.8085657053178,-0.272198884112959,0.0657027187088389,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975957423,110,4.8268131072242,-0.212255872380404,0.0626588567714326,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975957490,110,4.84548821737873,-0.152884033784923,0.0622396574339192,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975957556,110,4.8642970779523,-0.0947568040873079,0.0610945829709571,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975957623,110,4.88347714986377,-0.0358352748714497,0.0619646815828538,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975957690,110,4.90317944986695,0.0248333020260926,0.0637875916475002,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975957756,110,4.92340751711236,0.0880423951707345,0.0663668905453088,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975957823,110,4.94445501985494,0.153654036189311,0.0689048968423082,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975957890,110,4.96602881976435,0.22024750668876,0.0700008511069153,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975957957,110,4.98822467260194,0.287171383434352,0.0705085892771029,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975958023,110,5.01088736982657,0.353149806119286,0.0697620964814487,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975958090,110,5.03389126594338,0.417597993116102,0.0684306075066513,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975958156,110,5.05699129334892,0.479503439710882,0.066074924019905,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975958223,110,5.07967792007457,0.540625180493382,0.0651962439751837,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975958290,110,5.10279596332498,0.601529999602245,0.0651447688952168,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975958357,110,5.12623860364398,0.662906260747118,0.0657008585731565,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975958423,110,5.1502498797497,0.726684302707529,0.0681482209344371,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975958490,110,5.17487458523106,0.792502507921613,0.0702738376470736,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975958556,110,5.19969395512821,0.858780014523927,0.0707722332805105,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975958624,110,5.22468343933675,0.924911246462603,0.0706952201972382,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975958689,110,5.24984117360685,0.989749375780759,0.0695477865002403,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975958757,110,5.27513830234836,1.05226515762686,0.0674401045550292,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975958824,110,5.300353969967,1.11451750151884,0.0671653497980862,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975958890,110,5.32557242913338,1.17645896741456,0.0668783663080774,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975958956,110,5.35096131147707,1.23967121550294,0.0681203615305161,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975959024,110,5.37677007969708,1.30479603305885,0.0700523688302171,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975959090,110,5.40344260402717,1.37246307982656,0.0727341238512099,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975959156,110,5.43065919807567,1.44077382884094,0.0735329954680595,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975959223,110,5.45814338462618,1.50876419843775,0.0733353316502689,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975959290,110,5.48505212550479,1.57429746706025,0.0708427105073001,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975959356,110,5.51202463500148,1.63962899282001,0.0706804394910468,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975959423,110,5.53892076636895,1.70456505497893,0.0702858026292864,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975959490,110,5.5660177892237,1.76811669878315,0.0690873365951299,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975959556,110,5.59327767846828,1.83054616618297,0.0681215088019294,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975959623,110,5.62065559452058,1.893831816366,0.0689537802187547,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975959689,110,5.6486968846782,1.95866887732265,0.0706410534123103,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975959757,110,5.67725890134128,2.02679012203423,0.0738667230687573,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975959823,110,5.70618310846266,2.09736541228056,0.076272415400023,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975959891,110,5.73524410941393,2.16800651621806,0.0763852560498315,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975959957,110,5.76389678315924,2.23604445933912,0.0738250459999905,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975960023,110,5.7921792405382,2.30197842113935,0.0717438827640882,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975960091,110,5.82021856264149,2.36681783874021,0.0706424352555218,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975960156,110,5.84816136477118,2.43239063386005,0.0712782691336343,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975960224,110,5.87686295639071,2.49850266181581,0.0720734458862485,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975960290,110,5.90648536655348,2.56666756763764,0.0743232236218904,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975960356,110,5.93679282687288,2.63619732508207,0.0758480673537111,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975960423,110,5.9678552533118,2.70749755074445,0.0777727234689614,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975960490,110,5.99885974780776,2.77821972073431,0.0772198420551727,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975960557,110,6.03009627772288,2.84874353347573,0.077131893304422,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975960624,110,6.06127741475106,2.91708848815935,0.0751218752233751,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975960690,110,6.09237693088824,2.98313929238457,0.0730060863405569,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975960756,110,6.12389736190367,3.0485237600388,0.072585578332238,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975960824,110,6.15550766760086,3.11348574237906,0.0722445193481557,1,Go1,neutral,1.38754570311004,12.8948963503557
1737975960891,110,6.18769500659571,3.1793799876001,0.0733353689894597,1,Go1,neutral,1.38754570311004,12.8948963503557
